URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH,AVG_SENTENCE_LENGTH,PERCENTAGE_OF_COMPLEX_WORDS,FOG_INDEX,COMPLEX_WORD_COUNT,WORD_COUNT,AVG_SYLLABLES_PER_WORD,PERSONAL_PRONOUNS,AVG_WORD_LENGTH
bctech2026,https://insights.blackcoffer.com/text-summarizing-tool-to-scrape-and-summarize-pubmed-medical-papers/,,,,,,,,,,,,,,12.225,0.5685071574642127,5.117402862985685,278,489,2.976793248945148,12,7.713701431492843
bctech2027,https://insights.blackcoffer.com/7up7down-10updown-snakes-and-ladder-games-built-using-oops/,,,,,,,,,,,,,,12.823529411764707,0.5665137614678899,5.356017269293039,247,436,3.030588235294118,9,8.291284403669724
bctech2028,https://insights.blackcoffer.com/data-studio-dashboard-with-a-data-pipeline-tool-synced-with-podio-using-custom-webhooks-and-google-cloud-function/,,,,,,,,,,,,,,13.774193548387096,0.5199063231850117,5.717639948628843,222,427,2.900990099009901,4,7.740046838407494
bctech2029,https://insights.blackcoffer.com/end-to-end-tool-to-optimize-routing-and-planning-of-field-engineers-using-googles-cvrp-tw-algorithm/,,,,,,,,,,,,,,11.688888888888888,0.5703422053231939,4.903692437684833,300,526,3.001945525291829,2,7.948669201520913
bctech2030,https://insights.blackcoffer.com/end-to-end-tool-to-predict-biofuel-prices-using-ieso-data/,,,,,,,,,,,,,,12.702702702702704,0.5702127659574469,5.3091661874640605,268,470,3.0,15,8.087234042553192
bctech2032,https://insights.blackcoffer.com/gpt-ocr-api/,,,,,,,,,,,,,,11.604651162790697,0.5390781563126252,4.857491727641329,269,499,2.9607438016528924,5,7.905811623246493
bctech2033,https://insights.blackcoffer.com/dockerize-the-aws-lambda-for-serverless-architecture/,,,,,,,,,,,,,,9.803571428571429,0.5828779599271403,4.1545797553994275,320,549,3.005649717514124,10,8.182149362477231
bctech2034,https://insights.blackcoffer.com/design-and-develop-a-product-recommendation-engine-based-on-the-features-of-products/,,,,,,,,,,,,,,11.08,0.5234657039711191,4.641386281588448,145,277,2.9490196078431374,4,7.7328519855595665
bctech2035,https://insights.blackcoffer.com/database-discovery-tool-using-openai/,,,,,,,,,,,,,,11.323529411764707,0.6,4.7694117647058825,231,385,3.2180851063829787,3,8.64935064935065
bctech2036,https://insights.blackcoffer.com/automate-the-data-management-process/,,,,,,,,,,,,,,13.875,0.5915915915915916,5.786636636636636,197,333,3.0833333333333335,2,8.27027027027027
bctech2037,https://insights.blackcoffer.com/realtime-kibana-dashboard-for-a-financial-tech-firm/,,,,,,,,,,,,,,13.724137931034482,0.5954773869346733,5.727846127187663,237,398,3.060846560846561,6,7.751256281407035
bctech2038,https://insights.blackcoffer.com/data-management-etl-and-data-automation/,,,,,,,,,,,,,,11.644444444444444,0.5019083969465649,4.858541136556404,263,522,2.807017543859649,2,7.454022988505747
bctech2039,https://insights.blackcoffer.com/data-management-egeas/,,,,,,,,,,,,,,20.419354838709676,0.4549763033175355,8.349732456810885,288,632,2.580385852090032,11,6.912974683544304
bctech2040,https://insights.blackcoffer.com/design-and-develop-powershell-script/,,,,,,,,,,,,,,9.65625,0.4692556634304207,4.050202265372168,145,308,2.830564784053156,7,7.808441558441558
bctech2041,https://insights.blackcoffer.com/design-and-develop-jenkins-shared-library/,,,,,,,,,,,,,,11.869565217391305,0.47985347985347987,4.939767478897914,131,270,2.859315589353612,3,7.648148148148148
bctech2042,https://insights.blackcoffer.com/design-and-develop-retool-app-for-wholecell-io-and-asana-data-using-their-apis/,,,,,,,,,,,,,,34.42857142857143,0.5643153526970954,13.99715471250741,136,241,3.017094017094017,6,8.244813278008298
bctech2043,https://insights.blackcoffer.com/design-and-develop-a-retool-app-that-will-show-stock-and-crypto-related-information-using-iex-api/,,,,,,,,,,,,,,25.0,0.5428571428571428,10.217142857142859,95,175,3.136094674556213,2,8.308571428571428
bctech2044,https://insights.blackcoffer.com/crm-monday-com-make-com-to-data-warehouse-to-klipfolio-dashboard/,,,,,,,,,,,,,,18.916666666666668,0.5374449339207048,7.781644640234949,122,227,3.013574660633484,4,7.8061674008810575
bctech2045,https://insights.blackcoffer.com/ner-task-using-bert-with-data-in-xml-format/,,,,,,,,,,,,,,21.615384615384617,0.4483985765124555,8.82551327675883,126,281,2.794776119402985,2,7.370106761565836
bctech2046,https://insights.blackcoffer.com/qualtrics-api-integration-using-python/,,,,,,,,,,,,,,5.068493150684931,0.5432432432432432,2.2446945575712696,201,370,3.4261363636363638,7,9.543243243243243
bctech2047,https://insights.blackcoffer.com/design-and-develop-mlops-framework-for-data-centric-ai/,,,,,,,,,,,,,,15.105263157894736,0.5052264808362369,6.244195855492389,145,286,3.0181159420289854,4,8.13986013986014
bctech2048,https://insights.blackcoffer.com/nlp-based-approach-for-data-transformation/,,,,,,,,,,,,,,14.933333333333334,0.5267857142857143,6.184047619047619,118,224,3.2216981132075473,4,8.446428571428571
bctech2049,https://insights.blackcoffer.com/an-etl-tool-to-pull-data-from-shiphero-to-google-bigquery-data-warehouse/,,,,,,,,,,,,,,28.2,0.5531914893617021,11.501276595744681,156,282,2.9563636363636365,2,7.794326241134752
bctech2050,https://insights.blackcoffer.com/plaid-financial-analytics-a-data-driven-dashboard-to-generate-insights/,,,,,,,,,,,,,,22.818181818181817,0.4900398406374502,9.323288663527707,123,251,2.920502092050209,3,7.701195219123506
bctech2051,https://insights.blackcoffer.com/recommendation-engine-for-insurance-sector-to-expand-business-in-the-rural-area/,,,,,,,,,,,,,,17.80952380952381,0.5026737967914439,7.324879042526103,188,373,2.7711171662125342,10,7.3243967828418235
bctech2052,https://insights.blackcoffer.com/data-from-crm-via-zapier-to-google-sheets-dynamic-to-powerbi/,,,,,,,,,,,,,,17.0,0.5363321799307958,7.014532871972318,155,289,3.0462633451957295,3,7.906574394463668
bctech2053,https://insights.blackcoffer.com/data-warehouse-to-google-data-studio-looker-dashboard/,,,,,,,,,,,,,,23.714285714285715,0.5210843373493976,9.694148020654046,173,331,2.9347826086956523,2,7.824773413897281
bctech2054,https://insights.blackcoffer.com/crm-monday-com-via-zapier-to-power-bi-dashboard/,,,,,,,,,,,,,,17.0,0.4852941176470588,6.9941176470588236,132,272,2.877862595419847,5,7.4963235294117645
bctech2055,https://insights.blackcoffer.com/monday-com-to-kpi-dashboard-to-manage-view-and-generate-insights-from-the-crm-data/,,,,,,,,,,,,,,10.392857142857142,0.5498281786941581,4.37707412862052,160,291,3.1964912280701756,10,8.738831615120274
bctech2056,https://insights.blackcoffer.com/data-management-for-a-political-saas-application/,,,,,,,,,,,,,,10.866666666666667,0.4539877300613497,4.528261758691207,148,325,2.801948051948052,16,7.28923076923077
bctech2057,https://insights.blackcoffer.com/google-lsa-ads-google-local-service-ads-etl-tools-and-dashboards/,,,,,,,,,,,,,,7.934782608695652,0.4794520547945205,3.3656938653960697,175,363,2.7719298245614037,5,7.214876033057851
bctech2058,https://insights.blackcoffer.com/ad-networks-marketing-campaign-data-dashboard-in-looker-google-data-studio/,,,,,,,,,,,,,,12.344827586206897,0.5279329608938548,5.149104218840301,189,358,2.8850574712643677,2,7.681564245810056
bctech2059,https://insights.blackcoffer.com/analytical-solution-for-a-tech-firm/,,,,,,,,,,,,,,20.357142857142858,0.5403508771929825,8.358997493734336,154,285,2.881294964028777,2,7.733333333333333
bctech2060,https://insights.blackcoffer.com/ai-solution-for-a-technology-information-and-internet-firm/,,,,,,,,,,,,,,23.11111111111111,0.5336538461538461,9.457905982905983,111,208,3.084577114427861,2,8.254807692307692
bctech2061,https://insights.blackcoffer.com/ai-and-nlp-based-solutions-to-automate-data-discovery-for-venture-capital-and-private-equity-principals/,,,,,,,,,,,,,,13.928571428571429,0.5230769230769231,5.780659340659341,102,195,3.201058201058201,3,8.605128205128205
bctech2062,https://insights.blackcoffer.com/an-etl-solution-for-an-internet-publishing-firm/,,,,,,,,,,,,,,17.5,0.5380952380952381,7.215238095238096,113,209,3.045,2,7.937799043062201
bctech2063,https://insights.blackcoffer.com/ai-based-algorithmic-trading-bot-for-forex/,,,,,,,,,,,,,,19.357142857142858,0.5461254612546126,7.961307327358988,148,271,2.935361216730038,2,7.9335793357933575
bctech2064,https://insights.blackcoffer.com/equity-waterfalls-model-based-saas-application-for-real-estate-sector/,,,,,,,,,,,,,,16.736842105263158,0.44025157232704404,6.87083747103608,140,318,2.661290322580645,9,7.267295597484277
bctech2065,https://insights.blackcoffer.com/ai-solutions-for-foreign-exchange-an-automated-algo-trading-tool/,,,,,,,,,,,,,,19.181818181818183,0.5260663507109005,7.883153813011635,111,211,3.0392156862745097,2,8.042654028436019
bctech2066,https://insights.blackcoffer.com/ai-agent-development-and-deployment-in-jina-ai/,,,,,,,,,,,,,,12.576923076923077,0.5382262996941896,5.246059750646907,176,327,2.9369085173501577,4,7.715596330275229
bctech2067,https://insights.blackcoffer.com/golden-record-a-knowledge-graph-database-approach-to-unfold-discovery-using-neo4j/,,,,,,,,,,,,,,19.42105263157895,0.46070460704607047,7.952702895450009,170,369,2.760806916426513,4,7.4498644986449865
bctech2068,https://insights.blackcoffer.com/advanced-ai-for-trading-automation/,,,,,,,,,,,,,,21.083333333333332,0.5454545454545454,8.651515151515152,138,253,3.0408163265306123,3,7.936758893280633
bctech2069,https://insights.blackcoffer.com/create-a-knowledge-graph-to-provide-real-time-analytics-recommendations-and-a-single-source-of-truth/,,,,,,,,,,,,,,17.0,0.4852941176470588,6.9941176470588236,165,340,2.7267267267267266,6,7.5
bctech2070,https://insights.blackcoffer.com/advanced-ai-for-thermal-person-detection/,,,,,,,,,,,,,,13.222222222222221,0.49299719887955185,5.48608776844071,176,356,2.9597701149425286,3,7.691011235955056
bctech2071,https://insights.blackcoffer.com/advanced-ai-for-road-cam-threat-detection/,,,,,,,,,,,,,,15.466666666666667,0.5689655172413793,6.4142528735632185,132,232,3.1733333333333333,2,8.224137931034482
bctech2072,https://insights.blackcoffer.com/advanced-ai-for-pedestrian-crossing-safety/,,,,,,,,,,,,,,19.0,0.5473684210526316,7.818947368421053,104,190,3.108695652173913,3,8.189473684210526
bctech2073,https://insights.blackcoffer.com/handgun-detection-using-yolo/,,,,,,,,,,,,,,18.363636363636363,0.5544554455445545,7.567236723672368,112,202,3.1122448979591835,2,8.212871287128714
bctech2074,https://insights.blackcoffer.com/using-graph-technology-to-create-single-customer-view/,,,,,,,,,,,,,,17.5,0.5428571428571428,7.217142857142858,114,210,3.103960396039604,3,8.157142857142857
bctech2075,https://insights.blackcoffer.com/car-detection-in-satellite-images/,,,,,,,,,,,,,,19.6,0.5612244897959183,8.064489795918368,110,195,3.1842105263157894,2,8.41025641025641
bctech2076,https://insights.blackcoffer.com/building-a-physics-informed-neural-network-for-circuit-evaluation/,,,,,,,,,,,,,,14.5625,0.5793991416309013,6.0567596566523605,135,233,3.1911111111111112,3,8.270386266094421
bctech2077,https://insights.blackcoffer.com/connecting-mongodb-database-to-power-bi-dashboard-dashboard-automation/,,,,,,,,,,,,,,12.36,0.5080906148867314,5.1472362459546925,157,308,2.871287128712871,7,7.840909090909091
bctech2078,https://insights.blackcoffer.com/data-transformation/,,,,,,,,,,,,,,12.814814814814815,0.5520231213872833,5.346735174480839,191,346,2.9235294117647057,7,7.973988439306359
bctech2079,https://insights.blackcoffer.com/e-commerce-store-analysis-purchase-behavior-ad-spend-conversion-traffic-etc/,,,,,,,,,,,,,,16.272727272727273,0.5223463687150838,6.718029456576943,187,358,2.8563218390804597,5,7.405027932960894
bctech2080,https://insights.blackcoffer.com/kpi-dashboard-for-accountants/,,,,,,,,,,,,,,12.34375,0.42278481012658226,5.106613924050634,167,394,2.713157894736842,8,7.2969543147208125
bctech2081,https://insights.blackcoffer.com/return-on-advertising-spend-dashboard-marketing-automation-and-analytics-using-etl-and-dashboard/,,,,,,,,,,,,,,14.08,0.5823863636363636,5.8649545454545455,205,352,3.0233236151603498,10,7.7414772727272725
bctech2082,https://insights.blackcoffer.com/ranking-customer-behaviours-for-business-strategy/,,,,,,,,,,,,,,19.8125,0.5394321766561514,8.140772870662461,171,317,2.8603896103896105,4,7.608832807570978
bctech2083,https://insights.blackcoffer.com/algorithmic-trading-for-multiple-commodities-markets-like-forex-metals-energy-etc/,,,,,,,,,,,,,,14.575,0.5608919382504288,6.054356775300171,327,583,2.9089316987740808,5,7.746140651801029
bctech2084,https://insights.blackcoffer.com/trading-bot-for-forex/,,,,,,,,,,,,,,26.8,0.458955223880597,10.90358208955224,123,268,2.7938931297709924,3,7.529850746268656
bctech2085,https://insights.blackcoffer.com/python-model-for-the-analysis-of-sector-specific-stock-etfs-for-investment-purposes%ef%bf%bc/,,,,,,,,,,,,,,16.85,0.47477744807121663,6.929910979228487,160,337,2.7963525835866263,2,7.57566765578635
bctech2086,https://insights.blackcoffer.com/medical-classification/,,,,,,,,,,,,,,29.0,0.5172413793103449,11.806896551724138,90,174,3.094674556213018,2,8.155172413793103
bctech2087,https://insights.blackcoffer.com/design-develop-bert-question-answering-model-explanations-with-visualization/,,,,,,,,,,,,,,14.80952380952381,0.4758842443729904,6.11416322155872,148,310,2.8066666666666666,4,7.570967741935484
bctech2088,https://insights.blackcoffer.com/design-and-develop-solution-to-anomaly-detection-classification-problems/,,,,,,,,,,,,,,18.625,0.5268456375838926,7.660738255033557,157,298,2.8661971830985915,4,7.510067114093959
bctech2089,https://insights.blackcoffer.com/an-etl-solution-for-currency-data-to-google-big-query/,,,,,,,,,,,,,,25.625,0.551219512195122,10.470487804878049,113,205,3.1818181818181817,2,8.151219512195121
bctech2090,https://insights.blackcoffer.com/etl-and-mlops-infrastructure-for-blockchain-analytics/,,,,,,,,,,,,,,18.307692307692307,0.6050420168067226,7.565093729799613,144,238,3.190265486725664,1,7.899159663865547
bctech2091,https://insights.blackcoffer.com/an-agent-based-model-of-a-virtual-power-plant-vpp/,,,,,,,,,,,,,,16.823529411764707,0.47202797202797203,6.9182229535170725,135,286,2.7544483985765122,6,7.251748251748252
bctech2092,https://insights.blackcoffer.com/transform-api-into-sdk-library-and-widget/,,,,,,,,,,,,,,15.75,0.4857142857142857,6.494285714285714,153,315,2.8503401360544216,1,7.631746031746032
bctech2093,https://insights.blackcoffer.com/integration-of-a-product-to-a-cloud-based-crm-platform/,,,,,,,,,,,,,,19.444444444444443,0.5371428571428571,7.99263492063492,94,175,3.1420118343195265,1,8.348571428571429
bctech2094,https://insights.blackcoffer.com/a-web-based-dashboard-for-the-filtered-data-retrieval-of-land-records/,,,,,,,,,,,,,,23.4,0.5085470085470085,9.563418803418804,119,233,3.08,1,8.231759656652361
bctech2095,https://insights.blackcoffer.com/integration-of-video-conferencing-data-to-the-existing-web-app/,,,,,,,,,,,,,,12.956521739130435,0.48322147651006714,5.375897286256201,144,298,2.9335664335664338,2,7.802013422818792
bctech2096,https://insights.blackcoffer.com/design-develop-an-app-in-retool-which-shows-the-progress-of-the-added-video/,,,,,,,,,,,,,,17.77777777777778,0.4875,7.306111111111112,156,320,2.801282051282051,1,7.56875
bctech2097,https://insights.blackcoffer.com/auvik-connectwise-integration-in-grafana/,,,,,,,,,,,,,,17.6,0.5,7.240000000000001,132,264,3.019455252918288,1,7.9356060606060606
bctech2098,https://insights.blackcoffer.com/data-integration-and-big-data-performance-using-elk-stack/,,,,,,,,,,,,,,30.666666666666668,0.5434782608695652,12.484057971014494,100,184,3.061797752808989,2,7.940217391304348
bctech2099,https://insights.blackcoffer.com/web-data-connector/,,,,,,,,,,,,,,15.066666666666666,0.5752212389380531,6.2567551622418875,130,226,3.2,1,8.327433628318584
bctech2100,https://insights.blackcoffer.com/an-app-for-updating-the-email-id-of-the-user-and-stripe-refund-tool-using-retool/,,,,,,,,,,,,,,15.444444444444445,0.4784172661870504,6.369144684252598,133,278,3.1417910447761193,3,8.20863309352518
bctech2101,https://insights.blackcoffer.com/an-ai-ml-based-web-application-that-detects-the-correctness-of-text-in-a-given-video/,,,,,,,,,,,,,,14.6875,0.502127659574468,6.075851063829788,118,235,3.0088105726872247,2,7.919148936170213
bctech2102,https://insights.blackcoffer.com/website-tracking-and-insights-using-google-analytics-google-tag-manager/,,,,,,,,,,,,,,36.5,0.54337899543379,14.817351598173516,119,219,2.9485981308411215,2,7.584474885844749
bctech2103,https://insights.blackcoffer.com/dashboard-to-track-the-analytics-of-the-website-using-google-analytics-and-google-tag-manager/,,,,,,,,,,,,,,25.5,0.5176470588235295,10.407058823529413,132,255,2.819277108433735,1,7.556862745098039
bctech2104,https://insights.blackcoffer.com/power-bi-dashboard-on-operations-transactions-and-marketing-embedding-the-dashboard-to-web-app/,,,,,,,,,,,,,,15.837837837837839,0.5290102389078498,6.546739230698276,310,586,2.767605633802817,2,7.293515358361775
bctech2105,https://insights.blackcoffer.com/nft-data-automation-looksrare-and-etl-tool/,,,,,,,,,,,,,,14.829268292682928,0.5148026315789473,6.13762836970475,313,607,2.7706576728499157,1,7.273476112026359
bctech2106,https://insights.blackcoffer.com/optimize-the-data-scraper-program-to-easily-accommodate-large-files-and-solve-oom-errors/,,,,,,,,,,,,,,24.714285714285715,0.5722543352601156,10.114616019818333,99,173,3.1666666666666665,1,8.184971098265896
bctech2107,https://insights.blackcoffer.com/making-a-robust-way-to-sync-data-from-airtables-to-mongodb-using-python-etl-solution/,,,,,,,,,,,,,,14.65,0.4641638225255973,6.04566552901024,136,292,2.813620071684588,2,7.243150684931507
bctech2108,https://insights.blackcoffer.com/incident-duration-prediction-infrastructure-and-real-estate/,,,,,,,,,,,,,,19.083333333333332,0.5109170305676856,7.837700145560408,117,229,2.9107142857142856,1,7.746724890829694
bctech2109,https://insights.blackcoffer.com/statistical-data-analysis-of-reinforced-concrete/,,,,,,,,,,,,,,14.75,0.4542372881355932,6.081694915254237,134,295,2.7508771929824563,1,7.332203389830508
bctech2110,https://insights.blackcoffer.com/database-normalization-segmentation-with-google-data-studio-dashboard-insights/,,,,,,,,,,,,,,18.642857142857142,0.5593869731800766,7.680897646414888,146,261,2.9803149606299213,4,7.766283524904215
bctech2111,https://insights.blackcoffer.com/power-bi-dashboard-to-drive-insights-from-complex-data-to-generate-business-insights/,,,,,,,,,,,,,,18.27777777777778,0.5623100303951368,7.536035123269166,185,327,2.9937694704049846,5,7.984709480122324
bctech2112,https://insights.blackcoffer.com/real-time-dashboard-to-monitor-infrastructure-activity-and-machines/,,,,,,,,,,,,,,13.578947368421053,0.5465116279069767,5.650183598531212,141,258,3.036144578313253,4,7.678294573643411
bctech2113,https://insights.blackcoffer.com/electric-vehicles-ev-load-management-system-to-forecast-energy-demand/,,,,,,,,,,,,,,15.6,0.4583333333333333,6.423333333333334,143,312,2.74061433447099,4,7.153846153846154
bctech2114,https://insights.blackcoffer.com/power-bi-data-driven-map-dashboard/,,,,,,,,,,,,,,21.666666666666668,0.5948717948717949,8.904615384615386,116,195,3.136842105263158,3,8.148717948717948
bctech2115,https://insights.blackcoffer.com/google-local-service-ads-lsa-leads-dashboard/,,,,,,,,,,,,,,18.25,0.5171232876712328,7.506849315068493,151,292,2.939068100358423,4,7.5479452054794525
bctech2116,https://insights.blackcoffer.com/aws-lex-voice-and-chatbot/,,,,,,,,,,,,,,29.4,0.5714285714285714,11.98857142857143,84,147,3.2253521126760565,1,8.333333333333334
bctech2117,https://insights.blackcoffer.com/metabridges-api-decentraland-integration/,,,,,,,,,,,,,,12.025,0.48440748440748443,5.003762993762994,233,481,2.6885593220338984,2,7.0997920997921
bctech2119,https://insights.blackcoffer.com/impact-of-news-media-and-press-on-innovation-startups-and-investments/,,,,,,,,,,,,,,16.736842105263158,0.4276729559748428,6.8658060244952,136,318,2.6193548387096772,2,6.9245283018867925
bctech2120,https://insights.blackcoffer.com/aws-quicksight-reporting-dashboard/,,,,,,,,,,,,,,15.75,0.5015873015873016,6.50063492063492,158,315,2.8448275862068964,1,7.219047619047619
bctech2121,https://insights.blackcoffer.com/google-data-studio-dashboard-for-marketing-ads-and-traction-data/,,,,,,,,,,,,,,21.6,0.5416666666666666,8.856666666666667,117,216,3.0526315789473686,1,7.736111111111111
bctech2122,https://insights.blackcoffer.com/gangala-in-e-commerce-big-data-etl-elt-solution-and-data-warehouse/,,,,,,,,,,,,,,12.166666666666666,0.5102739726027398,5.070776255707763,149,291,2.859154929577465,3,7.357388316151202
bctech2123,https://insights.blackcoffer.com/big-data-solution-to-an-online-multivendor-marketplace-ecommerce-business/,,,,,,,,,,,,,,17.666666666666668,0.4591194968553459,7.250314465408806,146,318,2.7831715210355985,6,7.3081761006289305
bctech2124,https://insights.blackcoffer.com/creating-a-custom-report-and-dashboard-using-the-data-got-from-atera-api/,,,,,,,,,,,,,,17.083333333333332,0.4560975609756098,7.015772357723577,187,410,2.716417910447761,7,7.278048780487805
bctech2125,https://insights.blackcoffer.com/azure-data-lake-and-power-bi-dashboard/,,,,,,,,,,,,,,15.31578947368421,0.45017182130584193,6.306384517996022,131,291,2.7711267605633805,3,7.233676975945017
bctech2126,https://insights.blackcoffer.com/google-data-studio-pipeline-with-gcp-mysql/,,,,,,,,,,,,,,17.789473684210527,0.4408284023668639,7.292120834630957,149,335,2.7048192771084336,2,7.205970149253731
bctech2127,https://insights.blackcoffer.com/quickbooks-dashboard-to-find-patterns-in-finance-sales-and-forecasts/,,,,,,,,,,,,,,14.5,0.5574712643678161,6.022988505747127,97,174,3.2142857142857144,3,8.35632183908046
bctech2128,https://insights.blackcoffer.com/marketing-sales-and-financial-data-business-dashboard-wink-report/,,,,,,,,,,,,,,13.941176470588236,0.5527426160337553,5.7975676346487965,131,237,3.211206896551724,1,8.362869198312236
bctech2129,https://insights.blackcoffer.com/react-native-apps-in-the-development-portfolio/,,,,,,,,,,,,,,25.5,0.553921568627451,10.42156862745098,113,204,3.1145833333333335,2,7.921568627450981
bctech2130,https://insights.blackcoffer.com/a-leading-firm-website-seo-optimization/,,,,,,,,,,,,,,16.63157894736842,0.5632911392405063,6.877948034643571,178,316,3.0385852090032155,3,8.028481012658228
bctech2131,https://insights.blackcoffer.com/a-leading-hospitality-firm-in-the-usa-website-seo-optimization/,,,,,,,,,,,,,,13.136363636363637,0.5363321799307958,5.469078326517773,155,289,2.8732394366197185,4,7.71280276816609
bctech2132,https://insights.blackcoffer.com/a-leading-firm-in-the-usa-website-seo-optimization/,,,,,,,,,,,,,,4.333333333333333,0.5734265734265734,1.9627039627039626,82,143,4.304347826086956,2,11.517482517482517
bctech2133,https://insights.blackcoffer.com/a-leading-musical-instrumental-website-seo-optimization/,,,,,,,,,,,,,,15.333333333333334,0.5978260869565217,6.372463768115942,110,184,3.2402234636871508,1,8.353260869565217
bctech2134,https://insights.blackcoffer.com/a-leading-firm-in-the-usa-seo-and-website-optimization/,,,,,,,,,,,,,,15.0,0.558974358974359,6.223589743589744,109,195,3.1526315789473682,1,8.23076923076923
bctech2135,https://insights.blackcoffer.com/immigration-datawarehouse-ai-based-recommendations/,,,,,,,,,,,,,,23.0,0.5217391304347826,9.408695652173913,96,184,3.1306818181818183,1,8.01086956521739
bctech2136,https://insights.blackcoffer.com/lipsync-automation-for-celebrities-and-influencers/,,,,,,,,,,,,,,13.461538461538462,0.5885714285714285,5.620043956043957,103,175,3.2857142857142856,1,8.428571428571429
bctech2137,https://insights.blackcoffer.com/key-audit-matters-predictive-modeling/,,,,,,,,,,,,,,14.25,0.5906432748538012,5.936257309941521,101,171,3.2289156626506026,1,8.397660818713451
bctech2138,https://insights.blackcoffer.com/splitting-of-songs-into-its-vocals-and-instrumental/,,,,,,,,,,,,,,15.68421052631579,0.5067114093959731,6.476368774284706,151,298,2.873684210526316,4,7.570469798657718
